DT_EXIBICAO,TITULO_ORIGINAL,TITULO_BRASILEIRO,PAIS,UF_COMPLEXO,MUNICIPIO_COMPLEXO,RAZAO_SOCIAL_DISTRIBUIDORA,PUBLICO
2023-05-04,SADAKO DX,O CHAMADO 4: SAMARA RESSURGE, Japão,RJ,SÃO GONÇALO,SM DISTRIBUIDORA DE FILMES LTDA,2
2023-01-23,BABYLON,BABILÔNIA, Estados Unidos,RJ,RIO DE JANEIRO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,48
2023-05-06,KNIGHTS OF THE ZODIAC,OS CAVALEIROS DO ZODÍACO - SAINT SEIYA - O COMEÇO, Japão,SP,SÃO PAULO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,5
2023-05-08,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,FRANCA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,144
2023-06-26,ELEMENTAL,ELEMENTOS, Estados Unidos,SP,FRANCA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,111
2023-03-09,SCREAM VI,PÂNICO VI, Estados Unidos,MG,GOVERNADOR VALADARES,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,21
2023-04-30,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,SP,PINDAMONHANGABA,WARNER BROS. (SOUTH) INC.,32
2023-01-16,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,PE,PAULISTA,WARNER BROS. (SOUTH) INC.,181
2023-03-06,MISSING,DESAPARECIDA, Estados Unidos,PR,CASCAVEL,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,10
2023-01-25,FERVO,, Brasil,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,16
2023-04-12,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,BRAGANÇA PAULISTA,WARNER BROS. (SOUTH) INC.,97
2023-04-16,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",PE,RECIFE,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,72
2023-04-25,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RR,BOA VISTA,WARNER BROS. (SOUTH) INC.,24
2023-01-19,"CHEF JACK, O COZINHEIRO AVENTUREIRO",, Brasil,SP,SÃO PAULO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,15
2023-04-24,EVIL DEAD RISE,A MORTE DO DEMÔNIO: A ASCENSÃO, Estados Unidos,PB,PATOS,WARNER BROS. (SOUTH) INC.,4
2023-01-15,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,ITAÚNA,WARNER BROS. (SOUTH) INC.,8
2023-05-24,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,119
2023-06-05,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,RJ,PETRÓPOLIS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,33
2023-03-08,A MAN CALLED OTTO,O PIOR VIZINHO DO MUNDO, Estados Unidos,DF,BRASÍLIA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,9
2023-02-14,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,454
2023-03-19,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,RJ,CAMPOS DOS GOYTACAZES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,40
2023-01-11,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO CARLOS,WARNER BROS. (SOUTH) INC.,189
2023-05-07,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MS,AQUIDAUANA,WARNER BROS. (SOUTH) INC.,39
2023-01-05,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RS,PORTO ALEGRE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,12
2023-01-03,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,PI,PICOS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,34
2023-05-20,O HOMEM CORDIAL,, Brasil,DF,BRASÍLIA,O2 PRODUÇÕES ARTÍSTICAS E CINEMATOGRÁFICAS LTDA.,25
2023-02-10,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,DIADEMA,WARNER BROS. (SOUTH) INC.,8
2023-05-03,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,AC,CRUZEIRO DO SUL,WARNER BROS. (SOUTH) INC.,32
2023-06-02,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SC,SOMBRIO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,33
2023-05-08,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,RIBEIRÃO PRETO,WARNER BROS. (SOUTH) INC.,30
2023-06-10,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,GO,GOIÂNIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,177
2023-02-19,TITANIC,TITANIC 3D, Estados Unidos,SP,OSASCO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,60
2023-05-09,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SC,BLUMENAU,WARNER BROS. (SOUTH) INC.,81
2023-04-24,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MG,BETIM,WARNER BROS. (SOUTH) INC.,3
2023-06-23,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,VOTUPORANGA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,93
2023-05-02,AIR,AIR: A HISTÓRIA POR TRÁS DO LOGO, Estados Unidos,RJ,NITERÓI,WARNER BROS. (SOUTH) INC.,14
2023-02-03,KNOCK AT THE CABIN,BATEM À PORTA, Estados Unidos,PR,CURITIBA,WARNER BROS. (SOUTH) INC.,6
2023-02-20,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,MG,PARÁ DE MINAS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,115
2023-05-13,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,MS,CAMPO GRANDE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,150
2023-03-28,O RIO DO DESEJO,, Brasil,RJ,RIO DE JANEIRO,GULLANE ENTRETENIMENTO S.A.,21
2023-02-15,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,AL,DELMIRO GOUVEIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,24
2023-02-10,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,76
2023-03-01,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,JACAREÍ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,4
2023-05-05,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,RIBEIRÃO PRETO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,57
2023-01-23,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,ITATIBA,WARNER BROS. (SOUTH) INC.,4
2023-05-20,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,GO,JATAÍ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,27
2023-05-02,SADAKO DX,O CHAMADO 4: SAMARA RESSURGE, Japão,RJ,RIO DE JANEIRO,SM DISTRIBUIDORA DE FILMES LTDA,12
2023-05-03,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,AM,MANAUS,WARNER BROS. (SOUTH) INC.,14
2023-02-26,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,SÃO VICENTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,31
2023-01-22,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,CE,CAUCAIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,6
2023-02-26,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,MT,LUCAS DO RIO VERDE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,18
2023-02-15,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,MOGI DAS CRUZES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,179
2023-06-28,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SC,BLUMENAU,THE WALT DISNEY COMPANY (BRASIL) LTDA.,6
2023-01-04,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SC,ITAJAÍ,WARNER BROS. (SOUTH) INC.,300
2023-02-01,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,BAURU,THE WALT DISNEY COMPANY (BRASIL) LTDA.,4
2023-01-13,THE FABELMANS,OS FABELMANS, Estados Unidos,ES,VILA VELHA,WARNER BROS. (SOUTH) INC.,20
2023-06-06,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,56
2023-01-05,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SÃO JOSÉ DOS CAMPOS,WARNER BROS. (SOUTH) INC.,268
2023-01-21,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,52
2023-04-25,AIR,AIR: A HISTÓRIA POR TRÁS DO LOGO, Estados Unidos,BA,SALVADOR,WARNER BROS. (SOUTH) INC.,8
2023-06-22,THE FLASH,THE FLASH, Estados Unidos,SP,CAMPINAS,WARNER BROS. (SOUTH) INC.,50
2023-05-02,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",PI,TERESINA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,18
2023-02-10,KNOCK AT THE CABIN,BATEM À PORTA, Estados Unidos,DF,BRASÍLIA,WARNER BROS. (SOUTH) INC.,172
2023-04-19,AIR,AIR: A HISTÓRIA POR TRÁS DO LOGO, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,23
2023-02-17,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,ANDRADINA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,16
2023-06-04,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,PE,JABOATÃO DOS GUARARAPES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,238
2023-05-15,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,23
2023-06-16,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,MG,CATAGUASES,THE WALT DISNEY COMPANY (BRASIL) LTDA.,24
2023-02-03,EVERYTHING EVERYWHERE ALL AT ONCE,TUDO EM TODO O LUGAR AO MESMO TEMPO, Estados Unidos,RJ,RIO DE JANEIRO,DIAMOND FILMS DO BRASIL PRODUÇÃO E DISTRIBUIÇÃO AUDIOVISUAL LTDA.,467
2023-04-28,SADAKO DX,O CHAMADO 4: SAMARA RESSURGE, Japão,DF,BRASÍLIA,SM DISTRIBUIDORA DE FILMES LTDA,6
2023-01-22,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,SOROCABA,WARNER BROS. (SOUTH) INC.,75
2023-05-15,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,DIADEMA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,36
2023-04-13,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MG,BELO HORIZONTE,WARNER BROS. (SOUTH) INC.,44
2023-06-02,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,MT,CUIABÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,75
2023-01-10,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,GUARATINGUETÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,118
2023-02-09,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,PR,CURITIBA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,88
2023-03-18,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,SP,SOROCABA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,16
2023-02-27,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,DF,BRASÍLIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,23
2023-04-26,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RJ,NITERÓI,WARNER BROS. (SOUTH) INC.,11
2023-04-19,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",PA,BELÉM,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,97
2023-06-16,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,PE,RECIFE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,23
2023-02-26,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,HORTOLÂNDIA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,75
2023-04-26,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SC,BALNEÁRIO CAMBORIÚ,WARNER BROS. (SOUTH) INC.,74
2023-05-25,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,VÁRZEA PAULISTA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,5
2023-03-11,WOMEN TALKING,ENTRE MULHERES, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,29
2023-01-28,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,SÃO SEBASTIÃO DO PARAÍSO,WARNER BROS. (SOUTH) INC.,26
2023-02-24,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,VOTORANTIM,THE WALT DISNEY COMPANY (BRASIL) LTDA.,28
2023-04-27,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,BARIRI,WARNER BROS. (SOUTH) INC.,5
2023-03-04,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,213
2023-01-10,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,MG,CONTAGEM,WARNER BROS. (SOUTH) INC.,513
2023-05-15,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,PA,BELÉM,THE WALT DISNEY COMPANY (BRASIL) LTDA.,58
2023-04-07,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,PA,BELÉM,WARNER BROS. (SOUTH) INC.,269
2023-05-22,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,CE,CAUCAIA,WARNER BROS. (SOUTH) INC.,3
2023-05-29,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,PR,PARANAGUÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,26
2023-04-09,DEMON SLAYER: TO THE SWORDSMITH VILLAGE,DEMON SLAYER: TO THE SWORDSMITH VILLAGE, Japão,SP,SÃO PAULO,CINECOLOR DO BRASIL LTDA,22
2023-04-08,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RJ,RIO DE JANEIRO,WARNER BROS. (SOUTH) INC.,291
2023-02-06,PROJECT GEMINI,GEMINI: O PLANETA SOMBRIO, Rússia,MT,CUIABÁ,SM DISTRIBUIDORA DE FILMES LTDA,4
2023-05-13,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,PR,CURITIBA,WARNER BROS. (SOUTH) INC.,28
2023-01-26,REGRA 34,, Brasil,SP,SÃO PAULO,RESERVA NACIONAL DISTRIBUIDORA DE FILMES LTDA.,22
2023-05-08,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,MT,CUIABÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,65
2023-06-16,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,SP,CAJAMAR,THE WALT DISNEY COMPANY (BRASIL) LTDA.,21
2023-02-22,TITANIC,TITANIC 3D, Estados Unidos,PR,MEDIANEIRA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,46
2023-01-25,FERVO,, Brasil,PR,CURITIBA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,2
2023-05-02,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,BA,SALVADOR,WARNER BROS. (SOUTH) INC.,48
2023-04-15,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",AM,MANAUS,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,74
2023-01-01,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,BOITUVA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,7
2023-04-08,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,ARARAQUARA,WARNER BROS. (SOUTH) INC.,396
2023-05-09,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,RS,SÃO LEOPOLDO,WARNER BROS. (SOUTH) INC.,183
2023-02-06,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,DF,BRASÍLIA,WARNER BROS. (SOUTH) INC.,15
2023-02-22,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,RJ,RIO DE JANEIRO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,181
2023-02-26,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,BA,ITABUNA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,84
2023-03-19,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,24
2023-01-08,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,SP,ITAPEVI,THE WALT DISNEY COMPANY (BRASIL) LTDA.,15
2023-05-01,AIR,AIR: A HISTÓRIA POR TRÁS DO LOGO, Estados Unidos,SP,SÃO PAULO,WARNER BROS. (SOUTH) INC.,65
2023-03-24,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,CE,FORTALEZA,WARNER BROS. (SOUTH) INC.,16
2023-03-17,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,PA,BELÉM,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,18
2023-05-14,LOVE AGAIN,O AMOR MANDOU MENSAGEM, Estados Unidos,RJ,RIO DE JANEIRO,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,3
2023-01-19,FERVO,, Brasil,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,2
2023-03-16,65,65 AMEAÇA PRÉ-HISTÓRICA, Estados Unidos,SE,ARACAJU,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,43
2023-02-05,A MAN CALLED OTTO,O PIOR VIZINHO DO MUNDO, Estados Unidos,PR,UMUARAMA,COLUMBIA TRISTAR FILMES DO BRASIL LTDA,13
2023-04-08,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,SP,RIBEIRÃO PRETO,WARNER BROS. (SOUTH) INC.,148
2023-06-07,THE LITTLE MERMAID,A PEQUENA SEREIA, Estados Unidos,PR,MARINGÁ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,27
2023-06-17,THE FLASH,THE FLASH, Estados Unidos,PR,SANTO ANTÔNIO DA PLATINA,WARNER BROS. (SOUTH) INC.,195
2023-03-07,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,FRANCA,WARNER BROS. (SOUTH) INC.,20
2023-02-17,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SC,BLUMENAU,THE WALT DISNEY COMPANY (BRASIL) LTDA.,58
2023-05-12,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,PR,LONDRINA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,180
2023-01-02,AVATAR: THE WAY OF WATER,AVATAR: O CAMINHO DA ÁGUA, Estados Unidos,RJ,MACAÉ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,308
2023-04-30,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,IBITINGA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,5
2023-01-01,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,TAUBATÉ,WARNER BROS. (SOUTH) INC.,15
2023-01-13,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RS,RIO GRANDE,WARNER BROS. (SOUTH) INC.,6
2023-02-16,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,PE,CARPINA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,75
2023-02-16,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,JUNDIAÍ,THE WALT DISNEY COMPANY (BRASIL) LTDA.,63
2023-06-19,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,DF,BRASÍLIA,WARNER BROS. (SOUTH) INC.,9
2023-05-02,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",PR,CURITIBA,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,7
2023-05-21,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,SP,SÃO PAULO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,200
2023-03-15,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RS,PELOTAS,WARNER BROS. (SOUTH) INC.,14
2023-02-16,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,MOGI GUAÇU,THE WALT DISNEY COMPANY (BRASIL) LTDA.,12
2023-05-05,EMPATE,, Brasil,TO,PALMAS,DESCOLONIZA FILMES E PRODUCOES ARTISTICAS EIRELI,3
2023-02-25,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,RJ,VOLTA REDONDA,THE WALT DISNEY COMPANY (BRASIL) LTDA.,88
2023-04-16,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",MT,CUIABÁ,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,121
2023-04-27,DUNGEONS & DRAGONS: HONOR AMONG THIEVES,DUNGEONS & DRAGONS: HONRA ENTRE REBELDES," Canadá, Estados Unidos",SP,RIO CLARO,PARAMOUNT PICTURES BRASIL DISTRIBUIDORA DE FILMES LTDA,4
2023-06-26,THE FLASH,THE FLASH, Estados Unidos,RJ,NOVA FRIBURGO,WARNER BROS. (SOUTH) INC.,18
2023-04-30,THE SUPER MARIO BROS. MOVIE,SUPER MARIO BROS. - O FILME, Estados Unidos,MS,CAMPO GRANDE,WARNER BROS. (SOUTH) INC.,227
2023-01-19,FERVO,, Brasil,SP,GUARULHOS,THE WALT DISNEY COMPANY (BRASIL) LTDA.,13
2023-02-22,ANT-MAN AND THE WASP: QUANTUMANIA,HOMEM-FORMIGA E A VESPA: QUANTUMANIA, Estados Unidos,SP,SÃO BERNARDO DO CAMPO,THE WALT DISNEY COMPANY (BRASIL) LTDA.,19
2023-03-11,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,RS,RIO GRANDE,WARNER BROS. (SOUTH) INC.,11
2023-01-03,PUSS IN BOOTS: THE LAST WISH,GATO DE BOTAS 2: O ÚLTIMO PEDIDO, Estados Unidos,SP,ITATIBA,WARNER BROS. (SOUTH) INC.,38
2023-05-14,GUARDIANS OF THE GALAXY VOL. 3,GUARDIÕES DA GALÁXIA VOL. 3, Estados Unidos,MG,BELO HORIZONTE,THE WALT DISNEY COMPANY (BRASIL) LTDA.,86
